"X1","X2","bigram","label"
"sentence","failing","sentence failing","politics"
"failing","pay","failing pay","politics"
"pay","hotel","pay hotel","politics"
"hotel","bill","hotel bill","politics"
"bill","criminally","bill criminally","politics"
"criminally","corruption","criminally corruption","politics"
"corruption","major","corruption major","politics"
"major","sports","major sports","politics"
"sports","symbolically","sports symbolically","politics"
"symbolically","penalty","symbolically penalty","politics"
"penalty","bill","penalty bill","politics"
"bill","passes","bill passes","politics"
"passes","houses","passes houses","politics"
"houses","report","houses report","politics"
"report","recommended","report recommended","politics"
"recommended","governing","recommended governing","politics"
"governing","bodies","governing bodies","politics"
"bodies","sports","bodies sports","politics"
"sports","type","sports type","politics"
"type","bets","type bets","politics"
"bets","offered","bets offered","politics"
"offered","punters","offered punters","politics"
"punters","bookmakers","punters bookmakers","politics"
"bookmakers","set","bookmakers set","politics"
"set","audit","set audit","politics"
"audit","trails","audit trails","politics"
"trails","betting","trails betting","politics"
"betting","exchanges","betting exchanges","politics"
"exchanges","suspicious","exchanges suspicious","politics"
"suspicious","betting","suspicious betting","politics"
"betting","patterns","betting patterns","politics"
"patterns","traced","patterns traced","politics"
"traced","lord","traced lord","politics"
"lord","faulkner","lord faulkner","politics"
"faulkner","worcester","faulkner worcester","politics"
"worcester","chaired","worcester chaired","politics"
"chaired","inquiry","chaired inquiry","politics"
"inquiry","whilst","inquiry whilst","politics"
"whilst","accept","whilst accept","politics"
"accept","sports","accept sports","politics"
"sports","betting","sports betting","politics"
"betting","corrupt","betting corrupt","politics"
"corrupt","unfair","corrupt unfair","politics"
"unfair","punters","unfair punters","politics"
"punters","evidence","punters evidence","politics"
"evidence","convinces","evidence convinces","politics"
"convinces","growth","convinces growth","politics"
"growth","betting","growth betting","politics"
"betting","exchanges","betting exchanges","politics"
"exchanges","facility","exchanges facility","politics"
"facility","provide","facility provide","politics"
"provide","bet","provide bet","politics"
"bet","result","bet result","politics"
"result","increased","result increased","politics"
"increased","potential","increased potential","politics"
"potential","corruption","potential corruption","politics"
"corruption","government","corruption government","politics"
"government","sporting","government sporting","politics"
"sporting","administrators","sporting administrators","politics"
"administrators","review","administrators review","politics"
"review","difficulties","review difficulties","politics"
"difficulties","faced","difficulties faced","politics"
"faced","governing","faced governing","politics"
"governing","bodies","governing bodies","politics"
"bodies","convicting","bodies convicting","politics"
"convicting","guilty","convicting guilty","politics"
"guilty","penalising","guilty penalising","politics"
"penalising","appropriately","penalising appropriately","politics"
"appropriately","panels","appropriately panels","politics"
"panels","aim","panels aim","politics"
"aim","define","aim define","politics"
"define","constitutes","define constitutes","politics"
"constitutes","cheating","constitutes cheating","politics"
"cheating","assess","cheating assess","politics"
"assess","suggest","assess suggest","politics"
"suggest","government","suggest government","politics"
"government","growth","government growth","politics"
"growth","internet","growth internet","politics"
"internet","mobile","internet mobile","politics"
"mobile","phone","mobile phone","politics"
"phone","betting","phone betting","politics"
"betting","creation","betting creation","politics"
"creation","betting","creation betting","politics"
"betting","exchanges","betting exchanges","politics"
"exchanges","punters","exchanges punters","politics"
"punters","fix","punters fix","politics"
"fix","odds","fix odds","politics"
"odds","betting","odds betting","politics"
"betting","exchanges","betting exchanges","politics"
"exchanges","punters","exchanges punters","politics"
"punters","win","punters win","politics"
"win","lay","win lay","politics"
"lay","lose","lay lose","politics"
"lose","horse","lose horse","politics"
"horse","means","horse means","politics"
"means","control","means control","politics"
"control","odds","control odds","politics"
"odds","winning","odds winning","politics"
"winning","placing","winning placing","politics"
"placing","money","placing money","politics"
"money","councils","money councils","politics"
"councils","prepare","councils prepare","politics"
"prepare","set","prepare set","politics"
"set","tax","set tax","politics"
"tax","rises","tax rises","politics"
"rises","council","rises council","politics"
"council","tax","council tax","politics"
"tax","scotland","tax scotland","politics"
"scotland","set","scotland set","politics"
"set","rise","set rise","politics"
"rise","average","rise average","politics"
"average","coming","average coming","politics"
"coming","bbc","coming bbc","politics"
"bbc","scotland","bbc scotland","politics"
"scotland","learned","scotland learned","politics"
